"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Berlin","Betonica officinalis","Heil-Ziest","2","betonica-officinalis"
"Berlin","Betula pubescens","Moor-Birke","V","betula-pubescens"
"Berlin","Bidens cernua","Nickender Zweizahn","3","bidens-cernua"
"Berlin","Bidens connata","Verwachsenblättriger
Zweizahn","3","bidens-connata"
"Berlin","Bidens tripartita","Dreiteiliger Zweizahn","V","bidens-tripartita"
"Berlin","Bistorta officinalis","Schlangen-Wiesenknöterich","2","bistorta-officinalis"
"Berlin","Blechnum spicant","Rippenfarn","0","blechnum-spicant"
"Berlin","Blysmus compressus","Platthalm-Quellried","1","blysmus-compressus"
"Berlin","Bolboschoenus laticarpus","Breitfrüchtige Strandsimse","2","bolboschoenus-laticarpus"
"Berlin","Bolboschoenus maritimus","Gemeine Strandsimse","0","bolboschoenus-maritimus"
"Berlin","Botrychium lunaria","Mondraute","1","botrychium-lunaria"
"Berlin","Botrychium matricariifolium","Ästiger Rautenfarn","1","botrychium-matricariifolium"
"Berlin","Botrychium multifidum","Vielteiliger Rautenfarn","0","botrychium-multifidum"
"Berlin","Brachypodium pinnatum","Fieder-Zwenke","V","brachypodium-pinnatum"
"Berlin","Briza media","Gemeines Zittergras","2","briza-media"
"Berlin","Bromus arvensis","Acker-Trespe","0","bromus-arvensis"
"Berlin","Bromus racemosus","Traubige Trespe","1","bromus-racemosus"
"Berlin","Bromus secalinus","Roggen-Trespe","0","bromus-secalinus"
"Berlin","Bryonia alba","Weiße Zaunrübe","2","bryonia-alba"
"Berlin","Buglossoides arvensis","Acker-Steinsame","3","buglossoides-arvensis"
"Berlin","Butomus umbellatus","Schwanenblume","2","butomus-umbellatus"
"Berlin","Calamagrostis stricta","Moor-Reitgras","2","calamagrostis-stricta"
"Berlin","Calamagrostis x gracilescens","Reitgras-Hybride","0","calamagrostis-x-gracilescens"
"Berlin","Caldesia parnassifolia","Herzlöffel","0","caldesia-parnassifolia"
"Berlin","Calla palustris","Schlangenwurz","2","calla-palustris"
"Berlin","Callitriche cophocarpa","Stumpfkantiger Wasserstern","G","callitriche-cophocarpa"
"Berlin","Callitriche hamulata","Haken-Wasserstern","1","callitriche-hamulata"
"Berlin","Callitriche hermaphroditica","Herbst-Wasserstern","0","callitriche-hermaphroditica"
"Berlin","Callitriche platycarpa","Flachfrüchtiger Wasserstern","0","callitriche-platycarpa"
"Berlin","Calluna vulgaris","Besenheide","3","calluna-vulgaris"
"Berlin","Caltha palustris","Sumpf-Dotterblume","3","caltha-palustris"
"Berlin","Calystegia pulchra","Schöne Zaunwinde","R","calystegia-pulchra"
"Berlin","Camelina alyssum","Gezähnter Leindotter","0","camelina-alyssum"
"Berlin","Camelina microcarpa ssp. pilosa","Kleinfrüchtiger Leindotter","0","camelina-microcarpa"
"Berlin","Campanula glomerata","Knäuel-Glockenblume","0","campanula-glomerata"
"Berlin","Campanula patula","Wiesen-Glockenblume","3","campanula-patula"
"Berlin","Campanula persicifolia","Pfirsichblättrige Glockenblume","2","campanula-persicifolia"
"Berlin","Campanula trachelium","Nesselblättrige
Glockenblume","0","campanula-trachelium"
"Berlin","Cannabis sativa ssp. spontanea","Wild-Hanf","1","cannabis-sativa"
"Berlin","Cardamine amara","Bitteres Schaumkraut","2","cardamine-amara"
"Berlin","Cardamine dentata","Sumpf-Schaumkraut","G","cardamine-dentata"
"Berlin","Cardamine parviflora","Kleinblütiges Schaumkraut","0","cardamine-parviflora"
"Berlin","Cardamine pratensis","Wiesen-Schaumkraut","V","cardamine-pratensis"
"Berlin","Carduus nutans","Nickende Distel","V","carduus-nutans"
"Berlin","Carex x appeliana","Appels Segge","0","carex-x-appeliana"
"Berlin","Carex appropinquata","Schwarzschopf-Segge","2","carex-appropinquata"
"Berlin","Carex x biharica","Seggen-Hybride","0","carex-x-biharica"
"Berlin","Carex brizoides","Zittergras-Segge","R","carex-brizoides"
"Berlin","Carex buxbaumii","Buxbaums Segge","0","carex-buxbaumii"
"Berlin","Carex canescens","Grau-Segge","3","carex-canescens"
"Berlin","Carex caryophyllea","Frühlings-Segge","2","carex-caryophyllea"
"Berlin","Carex cespitosa","Rasen-Segge","1","carex-cespitosa"
"Berlin","Carex chordorrhiza","Fadenwurzlige Segge","0","carex-chordorrhiza"
"Berlin","Carex x csomadensis","Seggen-Hybride","0","carex-x-csomadensis"
"Berlin","Carex davalliana","Davall-Segge, Torf-Segge","0","carex-davalliana"
"Berlin","Carex demissa","Aufsteigende Gelb-Segge","1","carex-demissa"
"Berlin","Carex diandra","Draht-Segge","1","carex-diandra"
"Berlin","Carex digitata","Finger-Segge","1","carex-digitata"
"Berlin","Carex dioica","Zweihäusige Segge","0","carex-dioica"
"Berlin","Carex distans","Entferntährige Segge","1","carex-distans"
"Berlin","Carex disticha","Zweizeilige Segge","3","carex-disticha"
"Berlin","Carex echinata","Igel-Segge","1","carex-echinata"
"Berlin","Carex elata","Steif-Segge","V","carex-elata"
"Berlin","Carex elongata","Langährige Segge","3","carex-elongata"
"Berlin","Carex ericetorum","Heide-Segge","3","carex-ericetorum"
"Berlin","Carex flacca","Blaugrüne Segge","2","carex-flacca"
"Berlin","Carex flava","Gelb-Segge","0","carex-flava"
"Berlin","Carex x fulva","Braungelbe Segge","0","carex-x-fulva"
"Berlin","Carex x gaudiniana","Gaudins Segge","0","carex-x-gaudiniana"
"Berlin","Carex hartmanii","Hartmans Segge","1","carex-hartmanii"
"Berlin","Carex hostiana","Saum-Segge","0","carex-hostiana"
"Berlin","Carex lasiocarpa","Faden-Segge","2","carex-lasiocarpa"
"Berlin","Carex lepidocarpa","Schuppenfrüchtige Gelb-Segge","1","carex-lepidocarpa"
"Berlin","Carex ligerica","Französische Segge","V","carex-ligerica"
"Berlin","Carex limosa","Schlamm-Segge","1","carex-limosa"
"Berlin","Carex montana","Berg-Segge","0","carex-montana"
"Berlin","Carex nigra","Wiesen-Segge","V","carex-nigra"
"Berlin","Carex otrubae","Hain-Segge","1","carex-otrubae"
"Berlin","Carex pallescens","Bleich-Segge","3","carex-pallescens"
"Berlin","Carex panicea","Hirse-Segge","3","carex-panicea"
"Berlin","Carex paniculata","Rispen-Segge","V","carex-paniculata"
"Berlin","Carex pendula","Hänge-Segge, Große Segge","0","carex-pendula"
"Berlin","Carex peraffinis","Seggen-Hybride","0","carex-peraffinis"
"Berlin","Carex pseudobrizoides","Reichenbachs Segge","1","carex-pseudobrizoides"
"Berlin","Carex pulicaris","Floh-Segge","0","carex-pulicaris"
"Berlin","Carex remota","Winkel-Segge","3","carex-remota"
"Berlin","Carex rostrata","Schnabel-Segge","3","carex-rostrata"
"Berlin","Carex strictiformis","Seggen-Hybride","0","carex-strictiformis"
"Berlin","Carex supina","Niedrige Segge, Steppen-Segge","1","carex-supina"
"Berlin","Carex sylvatica","Wald-Segge","0","carex-sylvatica"
"Berlin","Carex tomentosa","Filz-Segge","0","carex-tomentosa"
"Berlin","Carex turfosa","Bastard-Steif-Segge","0","carex-turfosa"
"Berlin","Carex vesicaria","Blasen-Segge","2","carex-vesicaria"
"Berlin","Carex viridula ssp. viridula","Späte Gelb-Segge","1","carex-viridula"
"Berlin","Carex vulpina","Fuchs-Segge","2","carex-vulpina"
"Berlin","Carex x xanthocarpa","Seggen-Hybride","0","carex-x-xanthocarpa"
"Berlin","Carlina vulgaris","Golddistel","1","carlina-vulgaris"
"Berlin","Carum carvi","Wiesen-Kümmel","0","carum-carvi"
"Berlin","Catabrosa aquatica","Quellgras","1","catabrosa-aquatica"
"Berlin","Centaurea cyanus","Kornblume","V","centaurea-cyanus"
"Berlin","Centaurea diffusa","Sparrige Flockenblume","1","centaurea-diffusa"
"Berlin","Centaurea jacea","Wiesen-Flockenblume","V","centaurea-jacea"
"Berlin","Centaurea nigra ssp. nemoralis","Hain-Flockenblume","R","centaurea-nigra"
"Berlin","Centaurea nigrescens","Schwärzliche Flockenblume","R","centaurea-nigrescens"
"Berlin","Centaurea scabiosa","Skabiosen-Flockenblume","V","centaurea-scabiosa"
"Berlin","Centaurium erythraea","Echtes Tausendgüldenkraut","2","centaurium-erythraea"
"Berlin","Centaurium littorale ssp.","Binnenländisches Strandtausendgüldenkraut","0","centaurium-littorale"
"Berlin","Centaurium pulchellum","Zierliches Tausendgüldenkraut","1","centaurium-pulchellum"
